Industry_of_Project,Employee_Count,team_size_grown,Number_of_Co_founders,customer_satisfaction_score,churn_rate,scalability_score,monthly_recurring_revenue,burn_rate,business_sustainability_score,User_Adoption_Rate,Revenue_Growth,Market_Competition,customer_acquisition_cost,Dependent_Project_Status,revenue_to_burn_ratio,revenue_per_employee,satisfaction_adoption_product,churn_competition_risk,growth_sustainability_score,team_growth_efficiency
E-Commerce,39,2,2,9.61,0.012,69,80483,20975,92,0.931,11.75,1,154,1,3.836908848207475,2012.075,8.94691,0.012,20.01,4.02415
Healthcare,131,2,2,8.95,0.073,78,74031,24773,86,0.924,32.36,2,82,1,2.988253814482926,560.8409090909091,8.2698,0.146,36.4296,1.1216818181818182
Publishing,56,4,2,7.91,0.041,73,107959,37997,90,0.953,15.65,2,260,1,2.841175851360598,1894.017543859649,7.5382299999999995,0.082,23.085,7.576070175438597
Enterprise Software,7,0,2,5.75,0.313,35,12855,13045,22,0.177,-5.16,5,240,0,0.9853594971638816,1606.875,1.01775,1.565,1.0648,0.0
Email,55,3,2,7.63,0.011,97,87573,41532,74,0.94,16.52,3,104,1,2.108516119712036,1563.8035714285713,7.172199999999999,0.033,19.6248,4.6914107142857135
Security,51,2,3,9.12,0.015,67,107690,50014,75,0.899,17.62,2,49,1,2.1531540537838647,2070.9615384615386,8.198879999999999,0.03,20.715,4.141923076923077
Gaming,13,1,2,3.69,0.26,28,13131,21078,31,0.284,16.35,5,184,0,0.6229422648133213,937.9285714285714,1.0479599999999998,1.3,8.1685,0.9379285714285714
Transportation,30,2,2,8.5,0.055,79,89880,37263,92,0.9,40.13,1,96,1,2.4119793902962643,2899.3548387096776,7.65,0.055,46.1196,5.798709677419355
Enterprise Software,8,0,1,5.2,0.228,62,26491,23735,43,0.232,-9.44,4,161,0,1.1160684192787327,2943.4444444444443,1.2064000000000001,0.912,0.2408000000000002,0.0
Marketing,65,2,3,8.82,0.011,87,50020,14887,85,0.901,15.38,2,84,1,3.3597528210639442,757.8787878787879,7.946820000000001,0.022,21.573,1.5157575757575759
Gaming,6,0,2,5.79,0.29,37,46384,48248,9,0.223,1.53,4,133,0,0.9613463491471326,6626.285714285715,1.29117,1.16,1.0377,0.0
Music,28,0,1,3.92,0.271,41,8603,13490,33,0.19,-7.4,4,148,0,0.6376843821807131,296.6551724137931,0.7448,1.084,0.8579999999999999,0.0
Gaming,79,3,3,7.87,0.013,88,104556,13388,99,0.91,17.59,2,76,1,7.809097019941743,1306.95,7.161700000000001,0.026,27.3141,3.92085
Analytics,57,3,2,7.95,0.012,93,68077,8701,95,0.859,28.95,1,75,1,7.823144104803493,1173.7413793103449,6.82905,0.012,37.002500000000005,3.5212241379310343
Analytics,7,0,1,4.34,0.346,52,7434,11193,24,0.393,3.67,3,123,0,0.6641057709487226,929.25,1.70562,1.0379999999999998,3.2807999999999997,0.0
Software Development,121,2,3,7.06,0.043,69,85249,20074,88,0.871,17.34,1,90,1,4.246525529265256,698.7622950819672,6.14926,0.043,24.0592,1.3975245901639344
Retail,70,4,2,8.64,0.016,82,116355,44387,76,0.731,32.65,1,81,1,2.6213165720464993,1638.8028169014085,6.315840000000001,0.016,32.414,6.555211267605634
Gaming,88,2,3,9.27,0.048,92,136020,33443,71,0.885,5.28,2,63,1,4.067097237172587,1528.314606741573,8.203949999999999,0.096,10.8488,3.056629213483146
Education,8,1,1,5.38,0.317,58,16119,15734,34,0.306,-5.15,4,122,0,1.0244041944709248,1791.0,1.64628,1.268,1.6489999999999998,1.791
Publishing,8,1,1,3.86,0.404,48,10729,14096,17,0.189,-1.94,4,209,0,0.7610839185642335,1192.111111111111,0.72954,1.616,1.3702,1.1921111111111111
Analytics,26,0,1,6.41,0.4,23,12182,18606,34,0.107,2.4,5,236,0,0.6546998441446767,451.18518518518516,0.68587,2.0,4.216,0.0
Manufacturing,68,2,3,6.01,0.159,71,23344,31660,73,0.623,-2.16,3,113,1,0.7373108872113957,338.3188405797101,3.74423,0.477,5.723199999999999,0.6766376811594202
Human Resources,122,3,3,7.95,0.026,79,64280,11767,75,0.975,17.33,3,85,1,5.462270564242012,522.6016260162602,7.75125,0.078,20.4975,1.5678048780487808
Enterprise Software,60,2,1,7.13,0.219,68,35079,21199,57,0.557,7.97,3,69,1,1.6546698113207547,575.0655737704918,3.97141,0.657,10.242899999999999,1.1501311475409837
Media,88,2,2,6.7,0.047,82,53077,19054,87,0.925,22.07,1,91,1,2.7854631330359485,596.370786516854,6.197500000000001,0.047,27.9009,1.1927415730337079
Security,11,0,2,4.52,0.379,28,12374,15557,41,0.298,-12.96,5,204,0,0.795346445558555,1031.1666666666667,1.3469599999999997,1.895,-1.2136000000000005,0.0
Finance,79,4,1,7.19,0.01,63,65871,5183,79,0.789,10.87,2,50,1,12.706597222222221,823.3875,5.672910000000001,0.02,16.487299999999998,3.29355
Security,60,4,2,8.74,0.019,94,67517,38023,81,0.911,7.27,1,52,1,1.7756416999789606,1106.8360655737704,7.962140000000001,0.019,13.9887,4.427344262295081
Manufacturing,17,0,1,4.42,0.398,64,28173,34268,23,0.238,0.54,4,109,0,0.8221132802241092,1565.1666666666667,1.05196,1.592,2.4242,0.0
Email,71,2,1,8.63,0.01,80,96547,8904,80,0.903,9.7,3,55,1,10.841886580572712,1340.9305555555557,7.792890000000001,0.03,15.76,2.6818611111111115
Education,6,0,1,5.64,0.281,53,8385,9411,35,0.18,4.08,4,145,0,0.8908839779005525,1197.857142857143,1.0151999999999999,1.124,4.928,0.0
Analytics,170,3,2,8.59,0.042,99,75997,45047,83,0.931,36.05,1,94,1,1.6870227313088262,444.4269005847953,7.9972900000000005,0.042,38.2215,1.333280701754386
Marketing,64,1,3,7.74,0.014,94,68940,18459,86,0.845,8.59,3,64,1,3.734561213434453,1060.6153846153845,6.5403,0.042,15.987400000000001,1.0606153846153845
Security,15,0,1,2.93,0.354,27,36955,49036,38,0.227,-3.91,5,345,0,0.7536146175336991,2309.6875,0.6651100000000001,1.77,2.3142,0.0
Software Development,47,0,2,6.31,0.229,50,19219,23684,65,0.615,6.83,4,104,0,0.811441840827528,400.3958333333333,3.8806499999999997,0.916,10.939499999999999,0.0
E-Commerce,58,3,2,6.63,0.038,100,68080,5342,87,0.943,19.93,1,147,1,12.741905296649822,1153.8983050847457,6.25209,0.038,26.039099999999998,3.4616949152542373
Career Services,82,2,2,8.35,0.046,99,65277,20009,86,0.866,16.62,2,82,1,3.2622188905547227,786.4698795180723,7.2311,0.092,22.8932,1.5729397590361445
Mobile,13,0,2,4.48,0.414,40,9904,10949,37,0.269,5.18,3,194,0,0.9044748858447489,707.4285714285714,1.2051200000000002,1.242,5.6166,0.0
Healthcare,88,4,2,6.19,0.029,95,61432,29812,65,0.9,11.95,3,61,1,2.060577600375675,690.2471910112359,5.571000000000001,0.08700000000000001,14.2675,2.760988764044944
Retail,9,1,1,6.0,0.241,39,9399,15801,14,0.274,-9.87,4,226,0,0.5947981268193899,939.9,1.6440000000000001,0.964,0.01820000000000011,0.9399
Enterprise Software,54,3,2,6.79,0.033,78,94868,22520,84,0.868,23.2,2,55,1,4.212423959859686,1724.8727272727272,5.89372,0.066,27.888,5.174618181818182
Publishing,84,2,2,7.93,0.07,76,87584,8041,95,0.943,19.8,2,135,1,10.890823178313852,1030.4,7.477989999999999,0.14,28.31,2.0608
Cloud Computing,58,2,2,7.48,0.022,92,110038,31123,87,0.906,8.66,2,104,1,3.5354710191492096,1865.050847457627,6.77688,0.044,16.2342,3.730101694915254
Manufacturing,79,3,2,8.51,0.028,83,59411,18307,87,0.897,13.78,1,51,1,3.2450841162333406,742.6375,7.63347,0.028,20.6886,2.2279125000000004
Marketing,68,2,2,8.08,0.045,92,58315,12155,65,0.788,10.29,1,60,1,4.797219480092136,845.1449275362319,6.36704,0.045,13.1885,1.6902898550724637
Transportation,152,2,2,8.74,0.035,94,185237,59653,96,0.856,25.83,1,82,1,3.105189928588192,1210.6993464052287,7.48144,0.035,34.3968,2.4213986928104574
Music,168,2,2,9.15,0.011,91,119226,10624,99,0.847,17.67,2,59,1,11.221270588235294,705.4792899408284,7.75005,0.022,27.393300000000004,1.4109585798816568
Energy,11,1,1,3.14,0.421,22,10649,18357,18,0.212,-7.91,4,141,0,0.5800740821440244,887.4166666666666,0.66568,1.684,0.3762,0.8874166666666666
Hospitality,5,1,2,4.67,0.332,43,8236,9580,35,0.374,-3.42,5,199,0,0.8596179939463522,1372.6666666666667,1.74658,1.6600000000000001,2.303,1.3726666666666667
Manufacturing,50,2,3,6.57,0.173,53,20913,17957,70,0.601,9.88,3,115,1,1.164550618108921,410.05882352941177,3.94857,0.5189999999999999,13.916000000000002,0.8201176470588235
Manufacturing,100,3,2,7.68,0.011,86,71584,33247,91,0.858,30.44,2,79,1,2.153031761308951,708.7524752475248,6.58944,0.022,36.800399999999996,2.1262574257425744
E-Commerce,10,0,2,4.86,0.248,25,9266,10072,34,0.141,0.88,5,151,0,0.9198848406631589,842.3636363636364,0.68526,1.24,3.6992000000000003,0.0
Enterprise Software,41,2,2,7.78,0.052,99,67924,7254,85,0.91,13.04,1,73,1,9.36237077877326,1617.2380952380952,7.0798000000000005,0.052,19.584,3.2344761904761903
Network Infrastructure,54,2,2,8.76,0.031,82,104188,8190,78,0.814,22.83,1,113,1,12.71981443047247,1894.3272727272727,7.13064,0.031,25.6074,3.7886545454545453
Healthcare,10,0,1,6.11,0.36,51,23291,28698,54,0.168,0.76,5,242,0,0.811561378445242,2117.3636363636365,1.02648,1.7999999999999998,5.8104,0.0
E-Commerce,11,1,2,4.18,0.32,29,25291,30758,49,0.222,-8.96,3,217,0,0.822230891771514,2107.5833333333335,0.9279599999999999,0.96,0.5095999999999996,2.1075833333333334
Healthcare,72,3,2,8.4,0.02,89,114063,47827,101,0.838,40.63,1,59,1,2.384858242033955,1562.5068493150684,7.0392,0.02,51.1363,4.687520547945205
E-Commerce,135,4,2,8.31,0.014,75,81107,26951,87,0.798,35.0,3,67,1,3.0093128524784802,596.375,6.631380000000001,0.042,39.15,2.3855
Publishing,58,1,2,8.56,0.029,62,90170,39813,82,0.85,8.76,1,81,1,2.2647812327322048,1528.3050847457628,7.276,0.029,15.383199999999999,1.5283050847457629
Advertising,77,3,2,8.66,0.024,94,59922,11829,66,0.838,27.47,1,207,1,5.065257819103973,768.2307692307693,7.25708,0.024,24.7302,2.304692307692308
Marketing,9,1,2,5.94,0.25,20,19747,16544,28,0.175,-5.13,3,158,0,1.193532789362345,1974.7,1.0395,0.75,1.3636000000000001,1.9747000000000001
Gaming,12,0,2,4.39,0.461,58,19659,20264,45,0.227,-6.38,3,266,0,0.9700962250185048,1512.2307692307693,0.9965299999999999,1.383,1.629,0.0
Music,69,3,1,7.08,0.057,74,50781,14670,86,0.893,28.03,1,162,1,3.461318246881603,725.4428571428572,6.32244,0.057,32.705799999999996,2.176328571428572
Real Estate,44,3,2,8.45,0.01,83,92516,34474,91,0.889,16.94,3,137,1,2.6835678027556202,2055.911111111111,7.5120499999999995,0.03,24.5154,6.1677333333333335
Pharmaceuticals,55,2,2,7.46,0.023,91,74134,12255,97,0.923,30.46,2,89,1,6.048792428198434,1323.8214285714287,6.88558,0.046,39.2462,2.6476428571428574
Career Services,11,1,1,4.02,0.403,41,8376,9435,20,0.303,9.05,3,142,0,0.8876642645188639,698.0,1.21806,1.209,3.81,0.698
Email,83,4,2,7.56,0.014,88,111889,55912,80,0.943,18.69,3,122,1,2.0011267504873644,1332.0119047619048,7.129079999999999,0.042,22.952,5.328047619047619
Enterprise Software,10,0,1,6.2,0.232,30,22573,34395,16,0.151,9.4,4,96,0,0.6562681707175253,2052.090909090909,0.9362,0.928,3.1039999999999996,0.0
Pharmaceuticals,85,3,3,8.83,0.05,99,94143,16440,81,0.865,9.41,1,74,1,5.726111550392312,1094.6860465116279,7.63795,0.05,15.722100000000001,3.2840581395348836
Healthcare,53,0,1,6.74,0.156,20,16956,18622,40,0.3,6.21,3,152,0,0.9104870321645278,314.0,2.022,0.46799999999999997,6.484000000000001,0.0
Security,28,0,2,4.41,0.327,13,17838,29327,29,0.182,8.27,3,129,0,0.6082242225859247,615.1034482758621,0.80262,0.9810000000000001,5.2983,0.0
Retail,108,3,3,7.61,0.024,94,93687,15815,99,0.881,12.49,3,96,1,5.92355842185129,859.5137614678899,6.70441,0.07200000000000001,22.265100000000004,2.57854128440367
Software Development,154,2,2,8.52,0.052,91,106839,17121,80,0.819,22.64,1,75,1,6.2398668379862166,689.2838709677419,6.977879999999999,0.052,26.112,1.3785677419354838
Human Resources,83,1,3,8.65,0.042,70,102924,5388,92,0.866,15.31,2,85,1,19.098905177212842,1225.2857142857142,7.4909,0.084,23.285200000000003,1.2252857142857143
Manufacturing,33,0,2,5.88,0.206,57,43996,26604,73,0.375,0.24,4,89,1,1.6536741214057509,1294.0,2.205,0.824,7.4752,0.0
Music,19,0,1,6.4,0.441,21,7676,7969,36,0.177,-5.24,4,239,0,0.9631116687578419,383.8,1.1328,1.764,1.7135999999999998,0.0
Mobile,12,0,1,4.72,0.475,34,8304,10316,32,0.217,2.33,4,129,0,0.804885141029369,638.7692307692307,1.02424,1.9,3.9456,0.0
Advertising,46,0,1,7.37,0.188,73,43796,31467,69,0.536,10.77,2,97,1,1.3917630608872504,931.8297872340426,3.9503200000000005,0.376,14.331299999999999,0.0
Software Development,38,0,3,6.82,0.214,53,20609,28173,60,0.636,9.66,3,110,0,0.731490026265351,528.4358974358975,4.3375200000000005,0.642,11.796,0.0
Human Resources,17,1,1,3.54,0.272,36,28190,39956,33,0.31,-7.67,5,134,0,0.7055084215531696,1566.111111111111,1.0974,1.36,0.7689,1.566111111111111
E-Commerce,80,3,2,8.9,0.063,68,52303,18248,94,0.881,43.98,1,127,1,2.8660748534166256,645.716049382716,7.8409,0.063,50.7412,1.9371481481481483
Cloud Computing,6,0,1,6.28,0.18,36,8173,8565,52,0.302,-8.72,5,283,0,0.9541209432640673,1167.5714285714287,1.89656,0.8999999999999999,0.6655999999999997,0.0
Marketing,51,2,2,7.55,0.039,102,113176,44759,83,0.919,10.19,1,114,1,2.528507596067918,2176.4615384615386,6.9384500000000005,0.039,16.757699999999996,4.352923076923077
Transportation,69,2,3,7.86,0.049,83,46719,13821,77,0.87,7.28,1,93,1,3.380046302995225,667.4142857142857,6.8382000000000005,0.049,13.305600000000002,1.3348285714285715
Hospitality,108,4,1,7.0,0.01,61,96649,26310,76,0.949,20.64,3,43,1,3.673330546159401,886.6880733944954,6.643,0.03,23.2864,3.5467522935779816
Music,6,0,1,4.05,0.507,41,13825,22182,15,0.239,6.56,3,141,0,0.6232249921110761,1975.0,0.9679499999999999,1.521,2.484,0.0
Software Development,67,3,2,8.62,0.022,79,84920,39545,94,0.944,17.61,3,51,1,2.1473726799170585,1248.8235294117646,8.137279999999999,0.066,25.953400000000002,3.7464705882352938
Advertising,168,2,3,6.88,0.022,71,85554,19165,86,0.858,10.4,1,182,1,4.463842220598977,506.23668639053255,5.90304,0.022,17.543999999999997,1.012473372781065
Gaming,90,2,2,8.55,0.069,72,93094,43150,86,0.953,36.75,2,60,1,2.157400755486547,1023.010989010989,8.148150000000001,0.138,40.205,2.0460219780219777
Software Development,92,4,1,8.33,0.015,78,95249,21273,88,0.849,10.57,2,60,1,4.477249224405377,1024.1827956989248,7.07217,0.03,18.1016,4.0967311827957
Software Development,105,2,2,9.33,0.036,84,68821,24008,91,0.89,49.44,2,95,1,2.8664667416385523,649.2547169811321,8.303700000000001,0.072,54.0904,1.2985094339622643
Software Development,19,0,2,5.15,0.337,46,10671,11508,19,0.342,-9.02,5,252,0,0.9271874185420106,533.55,1.7613000000000003,1.685,0.1862000000000001,0.0
Music,43,3,2,8.46,0.061,69,183304,82967,87,0.876,18.44,3,60,1,2.209333719024202,4166.0,7.410960000000001,0.183,24.742800000000003,12.498
Human Resources,20,1,1,2.38,0.407,61,9927,11219,9,0.289,-12.67,4,230,0,0.8847593582887701,472.7142857142857,0.6878199999999999,1.628,-0.2403,0.4727142857142857
Security,28,0,1,4.99,0.44,44,11257,18595,32,0.19,-7.67,5,213,0,0.6053452355345236,388.17241379310343,0.9481,2.2,0.7456,0.0
Analytics,8,1,2,5.55,0.317,29,13925,17207,22,0.353,3.8,4,211,0,0.8092166434216643,1547.2222222222222,1.9591499999999997,1.268,3.036,1.5472222222222223
Real Estate,32,2,1,7.1,0.142,74,31865,33943,58,0.458,6.24,3,95,0,0.9387520622201273,965.6060606060606,3.2518,0.42599999999999993,9.4192,1.9312121212121212
Education,12,1,2,7.07,0.337,28,23721,36693,43,0.252,4.39,4,213,0,0.646454461219818,1824.6923076923076,1.7816400000000001,1.348,6.1876999999999995,1.8246923076923076
Media,73,2,2,7.25,0.062,67,113334,15112,80,0.898,20.84,3,146,1,7.499106729305896,1531.5405405405406,6.5105,0.186,24.671999999999997,3.0630810810810813
Music,31,0,1,4.84,0.199,23,12528,18696,48,0.29,-12.8,3,227,0,0.6700540193613949,391.5,1.4036,0.597,-1.3440000000000003,0.0
Software Development,92,3,2,8.5,0.033,66,69262,29182,86,0.848,21.06,1,76,1,2.3733680567453654,744.752688172043,7.208,0.033,26.711599999999997,2.234258064516129
Security,60,3,2,6.15,0.032,86,83420,9497,99,0.889,41.11,1,50,1,8.782901663508106,1367.5409836065573,5.467350000000001,0.032,50.5989,4.102622950819672
Healthcare,33,1,2,4.76,0.354,34,15491,27848,36,0.119,-10.69,4,168,0,0.5562497755754247,455.61764705882354,0.5664399999999999,1.416,-0.24839999999999982,0.4556176470588235
Gaming,60,3,2,8.66,0.029,81,87423,58163,78,0.859,13.92,1,79,1,1.503043119455333,1433.1639344262296,7.43894,0.029,18.657600000000002,4.2994918032786895
Retail,75,0,2,4.41,0.393,61,22721,34646,46,0.199,0.01,5,241,0,0.6557854936935377,298.9605263157895,0.8775900000000001,1.965,4.6046,0.0
Publishing,12,0,1,3.52,0.265,64,6218,6458,28,0.181,-10.72,4,241,0,0.9626877225576714,478.3076923076923,0.63712,1.06,-0.20160000000000017,0.0
Music,109,4,2,7.73,0.025,61,97203,30983,86,0.906,12.78,1,81,1,3.1371998450813323,883.6636363636363,7.003380000000001,0.025,19.5908,3.5346545454545453
Energy,15,1,2,6.55,0.218,39,20078,31599,26,0.306,0.95,3,178,0,0.6353797468354431,1254.875,2.0042999999999997,0.654,2.847,1.254875
Enterprise Software,72,4,2,7.65,0.049,68,61103,12236,65,0.908,13.75,1,55,1,4.993299011195554,837.027397260274,6.9462,0.049,15.4375,3.348109589041096
Hospitality,106,3,2,6.42,0.052,83,56827,27694,78,0.933,38.76,3,62,1,2.051886622133959,531.0934579439253,5.98986,0.156,38.032799999999995,1.5932803738317758
Mobile,34,0,1,3.6,0.244,57,11468,10626,36,0.221,-6.11,3,332,0,1.0791380446033687,327.65714285714284,0.7956,0.732,1.4003999999999999,0.0
Mobile,21,1,2,7.0,0.471,28,10318,10331,25,0.396,-21.36,3,171,0,0.9986449864498645,469.0,2.7720000000000002,1.4129999999999998,-2.84,0.469
Advertising,16,0,1,4.5,0.375,37,7367,9747,31,0.142,-6.14,3,316,0,0.7557447681575707,433.3529411764706,0.6389999999999999,1.125,1.1966,0.0
Healthcare,7,1,1,4.77,0.391,45,15592,20350,30,0.161,6.24,4,167,0,0.7661539973465677,1949.0,0.7679699999999999,1.564,4.872000000000001,1.949
Security,10,0,1,5.95,0.402,33,26272,45944,18,0.272,0.9,4,185,0,0.5718141255849385,2388.3636363636365,1.6184,1.608,1.9620000000000002,0.0
Advertising,42,1,1,2.04,0.375,56,7624,8472,40,0.227,-12.51,5,184,0,0.8997993626814588,177.30232558139534,0.46308000000000005,1.875,-1.004,0.17730232558139533
Media,120,3,3,9.83,0.025,94,97819,29494,85,0.944,18.89,1,85,1,3.316460417019834,808.4214876033058,9.27952,0.025,24.5565,2.4252644628099174
Enterprise Software,11,0,1,3.76,0.213,17,22417,21758,42,0.147,14.31,5,316,0,1.030240360310676,1868.0833333333333,0.55272,1.065,10.2102,0.0
Analytics,51,3,2,7.34,0.041,66,95991,8829,90,0.867,36.51,3,109,1,10.871007927519818,1845.9807692307693,6.36378,0.123,41.858999999999995,5.537942307692307
Music,125,4,3,8.29,0.022,85,167165,81057,78,0.882,27.2,2,62,1,2.0622887315255745,1326.7063492063492,7.31178,0.044,29.016000000000005,5.3068253968253964
Education,20,0,1,6.33,0.237,27,9826,10305,34,0.271,2.51,5,173,0,0.9534251892101688,467.9047619047619,1.7154300000000002,1.185,4.2534,0.0
Energy,24,0,1,6.44,0.467,23,10558,12074,41,0.304,-0.64,5,152,0,0.8743685300207039,422.32,1.9577600000000002,2.335,3.8376,0.0
Analytics,9,0,2,4.21,0.213,58,28503,28813,23,0.259,12.17,4,124,0,0.9892066356632193,2850.3,1.09039,0.852,5.0991,0.0
Real Estate,7,1,1,4.86,0.373,40,9725,15101,19,0.197,-6.78,4,136,0,0.6439544431201165,1215.625,0.95742,1.492,0.6117999999999999,1.215625
Energy,85,4,1,8.07,0.025,100,81215,31663,93,0.865,13.71,1,76,1,2.564900202122284,944.3604651162791,6.98055,0.025,22.050300000000004,3.7774418604651165
Security,47,3,1,7.9,0.05,89,89908,25235,87,0.898,38.88,2,101,1,3.5626882231732444,1873.0833333333333,7.094200000000001,0.1,42.525600000000004,5.61925
Food & Beverages,10,1,1,6.4,0.332,49,13054,16171,27,0.146,-9.21,4,137,0,0.8071976255255998,1186.7272727272727,0.9344,1.328,0.21329999999999977,1.1867272727272729
Network Infrastructure,78,3,2,6.88,0.045,74,69056,27831,85,0.782,9.94,2,61,1,2.481172750790457,874.126582278481,5.38016,0.09,16.948999999999998,2.6223797468354433
Music,73,3,1,8.45,0.025,71,74178,31625,80,0.959,60.24,3,72,1,2.3454752418895843,1002.4054054054054,8.103549999999998,0.07500000000000001,56.19200000000001,3.007216216216216
Advertising,79,4,2,7.49,0.028,72,76157,28842,92,0.912,37.7,2,57,1,2.640398016849842,951.9625,6.8308800000000005,0.056,43.88400000000001,3.8078499999999997
Email,98,3,2,7.72,0.028,88,103497,27071,82,0.959,41.24,2,62,1,3.8230274822695036,1045.4242424242425,7.403479999999999,0.056,42.0168,3.1362727272727273
Mobile,66,3,3,8.25,0.037,75,92718,28410,98,0.926,30.63,1,42,1,3.2634542958713175,1383.8507462686566,7.6395,0.037,39.8174,4.15155223880597
Pharmaceuticals,16,0,2,3.75,0.266,47,12700,13256,41,0.199,4.92,4,383,0,0.9579844610394509,747.0588235294117,0.7462500000000001,1.064,6.1172,0.0
Marketing,79,3,3,9.31,0.015,94,56888,23291,80,0.851,16.04,3,123,1,2.442383651038983,711.1,7.92281,0.045,20.831999999999997,2.1333
E-Commerce,56,1,2,8.18,0.012,98,75213,22167,69,0.925,23.82,2,73,1,3.3928635871526525,1319.5263157894738,7.5665000000000004,0.024,23.3358,1.3195263157894737
Manufacturing,70,1,2,7.07,0.013,82,43662,5194,79,0.811,16.44,3,90,1,8.404619826756496,614.9577464788732,5.733770000000001,0.039,20.887600000000003,0.6149577464788732
Marketing,31,1,2,4.46,0.268,35,12851,18391,33,0.223,-12.0,4,88,0,0.6987277076989996,401.59375,0.99458,1.072,-0.66,0.40159375
Energy,18,0,2,4.41,0.215,27,15389,23403,37,0.222,-3.22,5,120,0,0.6575371731327978,809.9473684210526,0.97902,1.075,2.5086,0.0
Hospitality,77,3,3,9.72,0.052,95,109948,26104,85,0.895,17.95,2,47,1,4.211760199195556,1409.5897435897436,8.6994,0.104,23.7575,4.22876923076923
Manufacturing,7,0,2,4.42,0.306,30,4961,5551,19,0.136,3.05,3,305,0,0.8935518731988472,620.125,0.60112,0.9179999999999999,2.4795000000000003,0.0
Media,8,0,1,6.47,0.215,31,17558,23549,49,0.134,-20.11,5,289,0,0.7455626326963907,1950.888888888889,0.86698,1.075,-4.9539,0.0
Retail,23,1,2,2.47,0.354,20,12721,13098,54,0.266,-5.08,3,231,0,0.9711428353309413,530.0416666666666,0.65702,1.0619999999999998,2.6568,0.5300416666666666
Advertising,59,3,1,9.56,0.02,79,91463,16713,91,0.831,36.34,2,90,1,5.4722388416896015,1524.3833333333334,7.94436,0.04,42.1694,4.573150000000001
Finance,69,3,2,7.99,0.036,100,100382,15513,76,0.911,17.16,1,75,1,6.470413819775686,1434.0285714285715,7.2788900000000005,0.036,20.641599999999997,4.302085714285715
Food & Beverages,11,0,1,3.36,0.381,30,7217,6655,28,0.223,-3.96,5,210,0,1.0842848557692308,601.4166666666666,0.74928,1.905,1.6912,0.0
Cloud Computing,96,4,1,7.95,0.048,94,79132,34139,87,0.944,15.69,3,42,1,2.317867603983597,815.7938144329897,7.5047999999999995,0.14400000000000002,22.350299999999997,3.263175257731959
Mobile,98,2,3,8.85,0.027,85,83038,31124,88,0.972,36.76,3,60,1,2.667887550200803,838.7676767676768,8.6022,0.081,41.1488,1.6775353535353537
Pharmaceuticals,8,0,1,2.91,0.329,37,8243,7209,39,0.275,-3.05,5,191,0,1.143273231622746,915.8888888888889,0.8002500000000001,1.645,2.7105,0.0
Food & Beverages,65,2,1,6.7,0.241,61,32991,14857,59,0.599,-1.12,4,85,1,2.2204199757706284,499.8636363636364,4.0133,0.964,5.239199999999999,0.9997272727272728
Marketing,18,0,2,4.62,0.315,24,9198,12164,32,0.116,-5.46,3,393,0,0.7561035758323058,484.10526315789474,0.5359200000000001,0.9450000000000001,1.4528,0.0
Human Resources,72,1,2,7.44,0.036,79,98355,26718,96,0.932,11.1,2,76,1,3.681088364085482,1347.3287671232877,6.934080000000001,0.072,20.256,1.3473287671232876
Advertising,30,3,3,8.89,0.015,77,124049,57611,97,0.847,46.58,2,59,1,2.153179893077831,4001.5806451612902,7.5298300000000005,0.03,54.882600000000004,12.004741935483871
Retail,49,2,1,5.97,0.208,51,32929,27235,67,0.425,-2.15,4,78,0,1.209024820091056,658.58,2.53725,0.832,5.259499999999999,1.31716
E-Commerce,7,0,1,7.01,0.339,36,21118,28111,49,0.191,-2.95,3,116,0,0.7512094479225954,2639.75,1.33891,1.0170000000000001,3.4545,0.0
Energy,9,0,1,5.6,0.246,27,7097,7833,48,0.277,0.99,4,197,0,0.9059229001787082,709.7,1.5512000000000001,0.984,5.2752,0.0
Real Estate,65,2,2,6.77,0.198,65,28123,24857,67,0.371,3.09,4,109,1,1.1313460455386597,426.1060606060606,2.5116699999999996,0.792,8.770299999999999,0.8522121212121212
Retail,168,2,3,8.25,0.082,84,43008,11030,76,0.859,27.83,1,109,1,3.8988305683981506,254.4852071005917,7.08675,0.082,28.750799999999998,0.5089704142011834
Transportation,9,0,1,4.56,0.283,19,9654,12235,33,0.238,-4.49,3,161,0,0.7889833278849298,965.4,1.0852799999999998,0.849,1.8182999999999998,0.0
Music,42,2,3,8.55,0.027,69,67008,11637,79,0.907,16.71,3,58,1,5.757690324798075,1558.3255813953488,7.754850000000001,0.081,21.100900000000003,3.1166511627906974
Food & Beverages,8,0,1,4.21,0.273,61,17530,26938,48,0.165,-15.22,5,374,0,0.650729425739634,1947.7777777777778,0.69465,1.3650000000000002,-2.5056000000000003,0.0
Manufacturing,5,0,2,5.84,0.394,44,13732,12924,42,0.14,-3.43,4,154,0,1.0624371373307544,2288.6666666666665,0.8176000000000001,1.576,2.7594,0.0
Media,79,3,2,6.66,0.025,75,91893,18933,87,0.888,30.75,1,73,1,4.853332629132777,1148.6625,5.91408,0.025,35.4525,3.4459874999999998
Enterprise Software,38,1,2,7.79,0.017,81,78695,34294,80,0.87,17.67,2,93,1,2.2946493657967633,2017.820512820513,6.7773,0.034,22.136000000000003,2.017820512820513
Email,150,4,2,7.9,0.04,87,123363,58467,97,0.969,7.73,2,113,1,2.1099233768899226,816.9735099337748,7.6551,0.08,17.1981,3.2678940397350993
